stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,4.09,0,0,0,0,12.26,49.04,0,0,0,0,0,0,0,0,0,4.09,0,0
72hpf,2.14,0,0,0,0,4.28,0,0,0,0,0,0,0,0,0,2.14,6.42,0,0,0,0,1.07,0,13.91,9.63,0,1.07,0,2.14,1.07,0,0,0,0,0,0,0
21Day,1.34,0,0,4.02,1.34,0,0,1.34,1.34,0,0,0,0,1.34,0,0,4.02,0,4.02,0,0,0,1.34,2.68,2.68,0,0,0,1.34,5.35,0,0,1.34,1.34,0,0,1.34
3Month,0,1.6,0.96,13.76,0.96,0,0.32,0,1.6,4.16,0.32,18.88,6.72,0,7.04,3.84,3.84,3.52,2.24,0.64,0,1.92,10.88,0.96,0.32,1.6,0.96,0,0,1.6,8.96,0.64,0,0,0,7.04,2.88
22Month,0,2.19,1.64,4.37,0.55,0,0.55,0,1.09,14.76,1.64,170.01,2.73,1.09,12.03,0,3.83,6.56,4.92,0,6.56,1.09,1.64,0.55,0,1.09,0.55,1.09,0.55,0.55,2.73,3.28,0,0,0,0,0
