stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,24.52,0,57.21,8.17,0,0,0,0,0,0,0,12.26,0,0,4.09,0,0,12.26,57.21,163.46,0,0,0,0,44.95,478.11,0,0,0,16.35,0,0,0,0,4.09,0,0,0
72hpf,35.3,25.67,0,37.44,7.49,21.4,0,3.21,0,0,0,0,0,0,0,6.42,0,35.3,65.26,13.91,207.54,0,6.42,6.42,2.14,86.65,115.54,2.14,2.14,0,166.89,3.21,0,50.28,0,10.7,0,0,0
21Day,48.19,8.03,2.68,121.81,2.68,22.76,0,12.05,0,1.34,2.68,1.34,0,5.35,2.68,37.48,10.71,8.03,30.79,32.12,261.01,1.34,0,18.74,0,42.83,52.2,0,2.68,0,115.11,10.71,1.34,21.42,6.69,6.69,0,0,17.4
3Month,3.2,13.76,3.2,130.86,0.32,0,2.56,7.04,0.64,15.36,19.2,0.64,0,334.67,39.99,12.8,97.58,16,42.23,53.11,72.31,8,0.32,8.32,15.36,1.28,1.6,5.12,2.24,0,3.52,6.4,59.83,4.8,0,2.24,15.36,9.28,31.99
22Month,0.55,34.99,3.83,51.93,2.73,0,1.64,2.73,0.55,7.11,70.52,5.47,0,531.35,24.05,15.85,147.6,3.83,7.65,63.96,80.36,0.55,15.85,4.92,2.19,1.09,1.64,9.29,5.47,1.09,4.37,1.64,30.07,18.59,1.09,0.55,4.37,0,17.49
