stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,89.9,4.09,0,0,0,0,0,0,0,12.26,0,0,0,0,20.43,2247.52,4.09,16.35,0,0,0,0,4.09,192.06,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,43.86,10.7,0,361.59,6.42,46,0,1.07,0,0,1.07,0,2.14,1.07,0,0,1.07,16.05,10215.44,10.7,74.89,0,2.14,2.14,0,412.94,178.66,3.21,3.21,93.07,1.07,0,26.74,6.42,1.07,4.28,0,0,0
21Day,18.74,1.34,0,641.16,1.34,28.11,0,9.37,0,0,1.34,0,0,8.03,1.34,17.4,8.03,12.05,3466.8,9.37,50.86,0,0,5.35,0,46.85,30.79,0,2.68,25.43,21.42,0,5.35,8.03,38.82,1.34,0,0,6.69
3Month,0.64,0.64,0.64,769.48,0,0,1.6,0,0.32,2.24,3.84,8.96,0,13.12,4.16,0,7.36,11.2,17.28,4.8,5.12,0.64,0,0.32,0.64,0,0,0.96,1.28,0,1.6,8,0.96,0,0,0,1.92,6.08,3.84
22Month,0,0.55,0,60.68,0,0,1.09,0,0,0,0.55,0,0,7.65,0.55,0.55,0.55,0.55,2.73,1.09,1.09,0,0.55,0,0,0,0,0.55,0,0.55,0,16.95,0,0,0,0,0,0,1.09
