stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cone_cell,Spermatocyte,T_cell
24hpf,261.53,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,4.09,0,0,0,0,8.17,16.35,0,0,0,0,0,0,0,0,0
72hpf,371.22,1.07,0,2.14,1.07,1.07,0,0,0,0,0,2.14,8.56,2.14,3.21,0,0,0,0,27.81,10.7,0,17.12,0,3.21,0,0,2.14,0,0
21Day,143.22,0,0,2.68,2.68,0,0,1.34,0,1.34,0,0,2.68,0,5.35,0,1.34,2.68,0,6.69,0,0,12.05,0,1.34,1.34,0,2.68,0,0
3Month,89.27,0.32,0.32,2.56,0,0.32,0.96,2.24,1.28,0,19.52,0,0.32,0,0.96,0.32,0,0.32,4.16,0.32,0,0.32,5.76,0,0,0.96,0.96,0,0.32,0.64
22Month,63.96,0,0,0,0,0,1.64,4.37,0,1.09,7.65,0,0,1.09,0,0.55,0,0,0,0,0,0,0,1.09,0,0,3.28,0,0,0
