stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,20.43,0,4.09,0,0,0,0,0,16.35,0,0,0,0,0,44.95,20.43,8.17,0,0,0,0,4.09,44.95,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,3.21,0,33.16,5.35,3.21,0,0,0,0,0,0,0,0,0,0,7.49,66.33,3.21,4.28,0,0,0,1.07,5.35,5.35,4.28,0,0,4.28,0,0,0,0,0,1.07,0,0,0
21Day,4.02,1.34,0,101.73,1.34,2.68,0,0,0,1.34,0,0,1.34,2.68,2.68,1.34,6.69,62.91,13.39,6.69,0,0,2.68,0,5.35,4.02,1.34,0,0,1.34,4.02,0,0,0,1.34,0,1.34,0,0
3Month,0.32,1.92,7.36,158.69,0.64,0,3.52,1.6,47.35,59.51,0,0,403.78,172.13,3.2,92.15,17.28,36.79,93.11,12.16,1.28,1.28,28.16,11.2,1.92,1.28,4.16,1.28,0,0.64,7.36,0.32,10.56,0.96,0,0.64,3.2,5.44,13.44
22Month,0,6.01,9.84,64.51,1.64,0,3.83,0,12.03,147.05,12.03,0,269.5,52.48,5.47,93.48,5.47,8.75,89.1,7.65,0,5.47,7.65,1.09,0,1.09,4.92,0.55,1.09,0,0.55,0,1.09,0.55,0,0,1.64,0,3.28
