stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,57.21,12.26,0,196.15,0,4.09,0,0,0,0,0,0,0,0,16.35,12.26,12.26,175.72,0,4.09,0,0,61.3,641.57,0,0,0,4.09,0,0,0,0,0,0
72hpf,13.91,4.28,0,14.98,3.21,1.07,0,0,0,0,0,0,0,0,5.35,27.81,0,42.79,0,0,2.14,0,274.94,63.12,3.21,0,0,58.84,0,0,17.12,0,0,0
21Day,32.12,1.34,5.35,22.76,0,0,0,0,0,0,0,0,0,0,4.02,10.71,1.34,33.46,0,0,5.35,0,9.37,5.35,1.34,0,0,44.17,1.34,1.34,2.68,0,0,1.34
3Month,0.32,0.96,15.04,51.51,0,0,0.32,8.32,2.56,0,8.32,2.24,0.32,4.48,1.6,24.64,2.88,29.12,0.64,0,39.99,0.64,0.32,0,1.92,0,0,0,0.96,34.23,0,0.64,25.6,0.32
22Month,0,2.19,15.85,28.97,0,0,2.19,10.39,0.55,0.55,13.67,1.09,0,4.92,1.64,9.84,1.64,24.05,1.09,2.19,14.21,0,0,0,1.64,0.55,1.64,0,0.55,70.52,0,0,1.09,1.09
