stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,12.26,0,0,0,0,0,89.9,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,0,8.56,0,0,0,0,55.63,20.33,0,0,2.14,0,0,0,1.07,0,0,0,0
21Day,4.02,1.34,0,9.37,5.35,0,2.68,0,0,0,0,0,4.02,0,0,4.02,2.68,6.69,0,0,1.34,0,18.74,8.03,0,1.34,2.68,2.68,0,0,0,1.34,0,0,0
3Month,0,2.24,0.96,22.4,0,0.32,0,4.16,4.48,0.32,17.6,4.16,0.96,10.24,2.56,7.68,4.8,7.04,0.96,0.32,2.24,1.6,1.92,0.32,3.52,0.32,0.32,0.64,0.32,3.2,0,0.32,3.52,1.92,4.48
22Month,0,2.19,0.55,4.37,0,0,1.09,2.19,9.29,2.73,17.49,0.55,0.55,17.49,0,1.64,2.73,4.37,0,1.09,1.64,0,0,0,1.09,0,0.55,0,0,3.83,0.55,0,0.55,0,0.55
