stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,8.17,102.16,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,16.35,0,0,0,0,61.3,179.8,0,0,0,0,0,0,4.09,0,0,0
72hpf,0,0,20.33,2.14,2.14,0,0,0,0,0,0,0,0,0,4.28,40.65,0,6.42,0,0,1.07,0,100.56,25.67,0,3.21,23.54,0,0,9.63,4.28,0,0,0
21Day,0,0,22.76,0,0,0,1.34,0,0,0,0,0,2.68,0,12.05,21.42,1.34,13.39,0,0,1.34,0,50.86,2.68,0,13.39,9.37,1.34,8.03,0,1.34,0,0,2.68
3Month,0.32,0.32,15.68,0,0,0.32,0,0.96,0.32,0,6.4,3.2,0,3.2,4.8,30.4,0.96,7.04,2.24,0,2.56,0.32,0.96,0.32,0.32,4.48,0,0.64,14.4,0,0.32,14.4,2.88,1.6
22Month,0,0.55,8.2,0,0,0,0,0,0.55,2.19,25.15,4.37,1.09,2.73,1.64,1.09,1.09,12.03,0.55,0.55,0.55,0,1.09,0,1.09,3.28,0,0.55,13.67,1.64,0,2.73,0,0.55
