stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,4.09,24.52,0,8.17,0,0,0,0,16.35,220.67,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,8.56,3.21,0,0,0,0,0,0,0,0,0,0,1.07,11.77,0,8.56,0,3.21,0,0,221.45,18.19,0,0,0,6.42,0,0,3.21,1.07,1.07,0,0,0
21Day,2.68,0,0,14.72,0,0,0,2.68,0,0,0,0,5.35,0,2.68,0,4.02,5.35,2.68,14.72,0,0,1.34,1.34,52.2,24.09,4.02,0,0,5.35,1.34,2.68,2.68,4.02,1.34,0,2.68,5.35
3Month,1.6,0.96,2.24,34.87,0.96,0,1.6,0.64,0.32,8.96,11.52,0.32,203.49,13.44,0.64,16,6.72,7.68,6.72,27.2,5.44,0.32,4.8,4.8,42.23,1.28,8,3.84,0,0.32,6.08,239.32,0.96,0,0.64,2.88,339.79,4.8
22Month,0,1.09,1.09,18.59,0,0,0,2.19,0,2.19,30.61,0.55,182.04,5.47,3.28,6.01,0.55,2.19,13.12,54.12,1.09,2.73,0.55,0,14.76,0.55,6.01,1.64,1.09,0,2.19,129.01,0.55,1.64,0.55,0,3.28,4.92
