stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,8.17,0,61.3,0,0,0,8.17,0,0,0,0,0,0,0,0,28.6,12.26,57.21,0,0,0,4.09,36.78,702.86,4.09,0,0,16.35,0,0,0,0,0,0,0,0
72hpf,9.63,3.21,0,7.49,2.14,4.28,0,0,0,0,0,0,0,2.14,0,2.14,16.05,3.21,20.33,0,0,2.14,1.07,232.14,105.91,0,1.07,0,12.84,2.14,0,6.42,0,1.07,0,0,0
21Day,13.39,0,1.34,38.82,0,4.02,0,17.4,0,0,0,5.35,0,6.69,4.02,0,5.35,5.35,40.16,0,0,10.71,0,66.93,49.53,0,2.68,0,12.05,4.02,0,10.71,1.34,4.02,0,0,6.69
3Month,0,0.96,0.64,27.52,0.32,0,0.32,0.96,1.92,1.6,0.64,21.44,0.96,0.32,10.88,1.28,5.76,2.88,10.56,0,0,0.64,1.28,1.28,0,0.64,1.28,0,0,0.96,8.64,0.32,0,0.32,3.84,2.88,3.2
22Month,0.55,3.28,0,10.39,0,0,1.09,1.64,3.28,4.92,2.73,45.92,2.19,2.19,14.76,0.55,2.19,3.83,16.4,0.55,1.64,1.09,0,1.09,0.55,0.55,4.37,0.55,1.09,0,2.19,1.64,0,0,0.55,0,2.19
