stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.97,8.17,0,0,0,24.52,32.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,2.14,0,0,3.21,2.14,0,0,0,4.28,0,0,0,11.77,0,1.07,1.07,3.21,2.14,0,0,0,233.21,19.26,0,2.14,0,23.54,0,0,0,2.14,1.07,1.07,0,0,0,0
21Day,4.02,0,0,4.02,0,2.68,0,4.02,0,16.06,0,2.68,12.05,119.13,1.34,1.34,1.34,38.82,4.02,0,0,0,66.93,20.08,0,0,0,2.68,1.34,0,1.34,2.68,2.68,1.34,1.34,0,0,64.25
3Month,0,3.2,0.64,25.92,0.64,0,1.28,3.2,2.88,143.34,0,15.36,172.45,26.56,4.48,2.24,17.92,103.34,10.24,1.6,0.96,1.92,4.48,0.64,0.96,1.28,0,4.16,3.2,0.32,10.56,3.84,0,0,0,3.2,8.32,187.81
22Month,0,5.47,0.55,6.56,0,0,1.64,1.09,1.09,198.44,1.09,41,71.07,34.99,2.19,0,4.37,116.44,3.28,0,1.09,0,4.37,0,1.64,3.28,1.09,4.37,1.64,0,6.01,3.28,0.55,0,0,1.09,0,54.67
