stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,2.14,0,0,0,6.42,0,0,0,1.07,0,0,2.14,1.07,1.07,0,0,0,1.07,1.07,2.14,0,0,0,0,0,0,1.07,0,0,0,0
21Day,4.02,0,0,8.03,0,0,0,12.05,0,1.34,13.39,29.45,1.34,0,1.34,10.71,4.02,0,0,2.68,0,2.68,0,0,0,0,2.68,0,1.34,0,1.34,0,0,2.68
3Month,0.32,3.84,0.96,22.4,1.28,1.28,4.16,213.73,0,26.88,1192.77,10.56,10.88,6.72,6.08,71.67,16.32,4.16,0,1.92,2.88,1.28,0.96,2.56,0,0.96,4.16,5.12,10.56,1.28,0,5.12,8.32,24.64
22Month,0,3.83,0,7.65,1.09,1.64,0.55,73.8,0.55,31.16,475.04,13.12,2.73,1.64,0.55,42.09,9.84,0.55,1.09,0.55,0,0,0,1.64,0.55,0,0,0,18.59,0.55,0,0,0,7.11
