stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,32.69,0,0,0,0,0,0,4.09,0,0,0,0,0,0,8.17,24.52,0,0,0,0,16.35,61.3,0,0,0,4.09,0,0,0,4.09,0,0,0
72hpf,0,1.07,0,1.07,1.07,0,0,0,0,0,0,0,0,0,0,1.07,3.21,0,2.14,0,1.07,0,0,6.42,6.42,0,0,0,3.21,1.07,5.35,0,0,0,0,0
21Day,0,0,1.34,0,0,0,0,0,0,0,0,2.68,0,0,2.68,0,0,1.34,0,0,0,0,0,2.68,1.34,1.34,0,0,1.34,0,28.11,0,0,0,0,0
3Month,1.6,5.44,3.84,120.62,0.64,4.16,0.64,21.12,9.28,0,0,53.11,17.6,1.6,66.23,7.04,47.67,14.08,14.4,3.2,0.64,6.72,5.12,8,1.6,10.56,1.28,0,0.32,16,2648.86,0.96,0,8.96,82.55,7.36
22Month,0.55,1.09,2.19,22.41,0.55,0.55,0,6.01,7.11,7.11,0,66.69,4.37,1.09,53.57,2.19,3.28,4.92,8.2,0,3.28,3.28,0,3.28,0,2.19,0.55,7.11,1.09,2.73,923.85,0.55,0,0,0.55,1.64
