stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,20.43,44.95,0,0,0,0,20.43,465.85,0,0,12.26,0,0,0,0,0,0,0
72hpf,4.28,0,0,6.42,1.07,1.07,0,0,0,0,0,0,0,0,0,0,2.14,6.42,0,16.05,0,1.07,0,0,106.98,142.28,0,0,16.05,0,0,2.14,0,0,0,0
21Day,4.02,0,0,17.4,1.34,1.34,0,2.68,0,0,0,0,0,0,1.34,0,0,4.02,12.05,12.05,0,0,1.34,0,17.4,13.39,0,0,6.69,0,0,0,0,0,0,0
3Month,0,2.56,0.64,26.56,0.32,0,1.28,0.96,0,3.2,3.84,0,13.76,3.52,0.32,7.04,1.28,4.8,23.04,5.12,0.32,0,0.96,0.64,0.96,0,0.64,0.96,0,0.32,18.56,0.32,0,1.92,2.24,5.12
22Month,0,7.11,1.09,12.57,0,0,1.09,0.55,1.09,5.47,11.48,5.47,38.27,3.28,1.64,10.39,0.55,0,22.96,3.83,0,2.73,1.09,0,0,0.55,1.64,0.55,0,0,4.92,3.83,1.09,1.09,0,2.19
