stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,1.07,4.28,0,0,0,0,0,0,0,0,1.07,0,0,0
21Day,0,2.68,0,13.39,0,0,0,0,0,0,0,1.34,0,1.34,1.34,1.34,9.37,2.68,2.68,0,0,1.34,0,0,2.68,0,0,2.68,0,0,1.34,0,1.34,1.34,0,0,0
3Month,0,4.8,2.88,101.42,0.32,0.32,0,0.32,9.92,3.52,0,609.82,37.75,2.24,16.64,9.6,8.96,9.6,11.84,5.44,0,5.12,2.88,3.84,0.64,46.07,0.32,0,10.24,22.72,0.96,0,0,2.88,0.96,11.2,16.64
22Month,0.55,6.56,4.37,55.76,0.55,2.19,1.09,0,13.12,7.11,39.36,806.32,20.23,13.67,16.4,1.09,9.29,13.12,16.95,2.19,7.11,2.73,0,2.19,1.64,26.79,2.73,0.55,0,4.37,1.09,1.64,0,2.19,0.55,0,4.92
