stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,36.78,8.17,0,126.68,0,0,0,0,0,0,0,20.43,0,0,0,0,0,4.09,12.26,228.84,0,0,0,4.09,53.12,3150.62,0,0,12.26,0,0,0,0,0,12.26,0,0
72hpf,6.42,2.14,0,22.47,4.28,5.35,0,0,0,0,0,0,0,0,0,0,1.07,23.54,0,27.81,0,2.14,1.07,0,219.31,335.91,0,1.07,35.3,1.07,0,53.49,4.28,5.35,2.14,0,0
21Day,18.74,5.35,1.34,46.85,8.03,6.69,0,4.02,0,0,0,0,0,0,2.68,0,1.34,10.71,4.02,72.28,0,0,2.68,0,77.63,161.96,1.34,1.34,44.17,5.35,0,37.48,13.39,28.11,4.02,0,0
3Month,0,0.32,0,5.12,0,0,0.32,0,0.32,8.32,0,0,2.24,0.32,0,0.32,0.32,3.84,0.64,0.64,0.32,0,0,0,1.92,0,0.64,0,0.32,0,0.64,0,0,0,0.32,0.32,0
22Month,0,2.19,0,2.73,0.55,0,0,0.55,0,12.03,2.73,0,27.33,0.55,0,1.64,0,1.64,4.92,1.64,0,1.09,0.55,0,0.55,0,0,1.09,0,0,0,0.55,0,0,0,0,0.55
