stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,32.69,0,0,4.09,0,0,0,4.09,4.09,322.83,4.09,0,4.09,0,0,0,0,0,0,0,0
72hpf,0,4.28,0,6.42,25.67,4.28,0,0,0,0,0,0,0,0,0,1.07,8.56,0,13.91,0,0,1.07,2.14,109.12,69.54,2.14,0,12.84,0,0,32.09,1.07,2.14,0,0,0
21Day,1.34,0,0,13.39,16.06,1.34,0,0,0,0,0,0,0,1.34,2.68,1.34,9.37,0,10.71,0,0,0,0,22.76,22.76,0,0,10.71,4.02,5.35,8.03,1.34,1.34,0,0,0
3Month,0.32,3.2,1.6,89.91,6.08,0,0,0.64,2.88,10.56,0.32,28.48,6.72,1.92,9.6,13.76,6.72,8.32,16.96,5.12,0.32,0.64,4.16,26.88,1.6,3.2,1.92,0.64,4.48,130.86,1.28,0.32,2.24,22.08,967.53,10.24
22Month,0.55,4.37,1.09,55.76,1.64,0,1.64,1.09,1.09,19.13,1.09,66.69,3.28,2.73,3.28,4.37,0.55,11.48,61.23,1.64,3.28,1.09,0.55,7.11,1.09,4.37,0,1.64,1.64,59.59,2.73,0,1.09,1.64,2.73,2.19
