stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,32.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,69.47,0,0,0,0,12.26,208.41,0,0,8.17,0,0,0,0,0,0,0,0
72hpf,7.49,3.21,0,19.26,3.21,0,0,0,0,0,0,0,0,0,1.07,0,0,6.42,0,65.26,0,0,2.14,0,40.65,39.58,1.07,0,51.35,0,0,8.56,0,2.14,0,0,0
21Day,21.42,5.35,0,32.12,0,4.02,0,6.69,0,0,0,0,0,0,2.68,0,0,5.35,4.02,97.71,0,0,9.37,0,17.4,41.49,1.34,2.68,41.49,4.02,0,8.03,4.02,0,1.34,0,2.68
3Month,0,6.72,0.64,29.12,0.32,0,0.32,0.32,0.64,1.92,3.52,0,8.64,3.2,0.32,2.56,1.6,20.16,2.88,20.48,4.16,0,3.2,1.28,0,0.96,0.96,0.64,1.6,0.96,4.48,0,0,0.32,3.2,0.96,1.28
22Month,0,11.48,0.55,15.31,0,0,0,0.55,0.55,0.55,3.83,4.37,28.43,1.64,1.64,3.83,2.19,6.56,4.92,20.77,1.09,1.09,1.64,0,1.09,0,1.09,0.55,0,0,1.64,2.19,0,0,0,0,1.09
