stage,Cardiomyocyte,Epithelial_cell,Erythrocyte,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Primordial_germ_cell,Retinal_cell,Retinal_cone_cell,Spermatocyte
24hpf,4.09,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0
72hpf,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,1.07,7.49,1.07,0,0,4.28,12.84,0
21Day,0,4.02,1.34,0,0,0,0,0,0,0,1.34,0,1.34,0,0,0,0,4.02,1.34,0,0,14.72,65.59,0
3Month,0,0.96,0,0.32,0,4.16,0.32,0,1.28,0.96,0.32,0.32,0.64,0,0,0,0,0,0,0,1.92,0,0,4.16
22Month,0,1.09,0,0.55,1.64,13.12,1.09,1.09,1.64,0,0,0,0,0.55,0.55,0.55,0,0,0,0.55,1.09,0,0,0
