stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,0,0,0,0,40.86,604.79,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,6.42,2.14,0,12.84,7.49,9.63,0,0,0,0,0,0,0,0,4.28,7.49,3.21,34.23,0,0,1.07,0,509.22,145.49,0,3.21,16.05,1.07,0,206.47,7.49,6.42,2.14,0,0,0
21Day,12.05,0,0,84.33,4.02,5.35,0,2.68,0,0,0,0,1.34,0,0,9.37,4.02,68.27,0,0,6.69,0,105.74,32.12,0,1.34,12.05,9.37,0,92.36,2.68,6.69,0,0,0,0
3Month,0,0.64,0.32,9.92,0,0,0.32,0,1.6,0.64,6.08,1.28,0,0.64,0,4.8,0.64,6.4,0.96,0,0.96,0,0.64,1.92,0.32,0.64,0,0,0.32,2.24,0,0,0,0,3.2,0.64
22Month,1.09,1.09,0.55,3.83,0,0,0,0,1.64,0.55,17.49,0.55,0,0,0,1.64,0.55,1.09,0.55,0.55,0.55,0.55,0,2.19,0,0,0,0.55,0.55,2.19,0,0,0,1.09,0,0
