stage,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,8.17,0,4.09,0,0,0,0,0,0,0,0,4.09,0,28.6,12.26,0,0,0,8.17,4.09,57.21,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,1.07,0,7.49,7.49,1.07,0,0,1.07,0,1.07,0,0,0,3.21,11.77,2.14,3.21,0,0,0,0,9.63,6.42,0,0,0,2.14,0,0,1.07,0,1.07,0,0,0
21Day,0,0,6.69,2.68,0,0,0,0,0,1.34,1.34,1.34,0,0,1.34,0,0,0,0,0,0,1.34,2.68,0,0,0,2.68,1.34,0,0,0,0,0,0,1.34
3Month,0.64,1.28,29.76,0.96,0,0,2.24,2.88,0,27.84,3.84,0,3.2,8,2.88,4.16,4.16,0.96,0,1.6,2.56,5.12,0.64,1.92,0.32,0,0,2.88,35.19,0.32,0,1.28,2.24,649.82,1.28
22Month,6.56,0,15.85,1.09,0,0.55,2.19,17.49,11.48,155.25,1.64,1.09,1.64,0.55,0.55,7.11,4.37,0.55,2.73,1.64,0,2.19,1.09,1.64,0,4.37,0,0,26.24,2.73,0.55,0,0,2.19,0.55
