stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,0,4.09,16.35,0,0,0,0,85.81,535.32,8.17,0,4.09,0,0,0,0,0,0,0,0
72hpf,28.88,7.49,0,16.05,4.28,14.98,0,1.07,0,0,0,0,0,0,0,8.56,47.07,8.56,37.44,0,4.28,1.07,0,3496.08,508.15,6.42,46,39.58,1.07,1.07,119.82,1.07,3.21,3.21,0,0
21Day,16.06,1.34,0,34.8,1.34,25.43,0,2.68,1.34,4.02,0,5.35,4.02,6.69,8.03,1.34,22.76,4.02,22.76,0,0,6.69,0,1144.45,273.06,6.69,46.85,21.42,37.48,1.34,97.71,10.71,12.05,1.34,0,2.68
3Month,0,0,0,6.08,0.32,0,0,0.32,6.72,2.24,0,4.8,18.24,0.32,2.56,0.32,0.64,1.28,1.6,0.64,0,13.76,0.32,44.47,3.52,23.36,36.79,0.32,0,14.08,3.2,0.32,0,0.32,8.32,2.88
22Month,0,2.19,0.55,6.56,0,0,0.55,0.55,2.19,2.19,1.09,38.27,10.39,1.64,3.83,0,0.55,4.37,6.01,0,1.64,9.84,0,38.27,4.37,28.97,65.6,0,1.09,32.8,12.03,0.55,0,0,0,1.09
