stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,32.69,8.17,0,57.21,8.17,0,0,0,0,0,8.17,0,12.26,0,0,0,0,0,8.17,69.47,130.76,0,0,0,0,53.12,1070.64,8.17,0,28.6,0,0,0,0,0,0,4.09,0,0,0
72hpf,24.61,8.56,0,23.54,7.49,17.12,0,2.14,0,0,2.14,0,0,0,0,4.28,0,6.42,50.28,4.28,63.12,0,2.14,2.14,3.21,910.39,172.24,1.07,5.35,65.26,1.07,0,2.14,22.47,3.21,1.07,5.35,0,0,0
21Day,9.37,6.69,0,34.8,0,21.42,0,8.03,0,1.34,1.34,0,0,2.68,1.34,30.79,1.34,2.68,14.72,6.69,62.91,0,0,9.37,0,188.73,64.25,0,1.34,29.45,10.71,0,0,5.35,0,9.37,1.34,0,0,10.71
3Month,1.6,22.08,1.6,121.26,0.96,0,3.84,3.52,1.92,14.72,16,0.32,0,106.86,23.68,9.6,37.75,13.76,35.83,24,53.75,10.24,0.32,8.32,7.68,11.52,4.16,11.84,5.76,1.92,2.88,0.32,82.87,1.92,0.32,0,1.92,12.8,36.15,35.83
22Month,0.55,18.59,2.19,48.65,0,0,6.01,3.28,0.55,9.84,20.77,9.29,0,211.56,18.59,16.4,38.27,3.83,7.11,23.51,54.67,4.92,3.83,6.56,0.55,10.93,1.09,13.67,20.23,2.19,1.64,0,36.08,4.92,6.56,0,1.64,0.55,0,18.04
