stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,8.17,0,0,0,0,0,36.78,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,3.21,0,0,0,0,0,1.07,0,0,0,0,0,0,4.28,131.58,0,2.14,0,0,0,0,14.98,4.28,0,0,0,2.14,0,0,0,0,0,0,0
21Day,6.69,0,1.34,44.17,0,1.34,0,1.34,0,0,0,0,0,0,2.68,2.68,1.34,109.76,4.02,2.68,0,0,1.34,0,4.02,1.34,0,0,0,0,1.34,1.34,0,1.34,0,0,2.68
3Month,0,3.84,9.6,164.77,0,0,2.88,1.28,0,35.51,15.04,0.32,139.82,12.8,3.84,192.61,8.64,16.32,17.6,7.68,3.2,0.64,10.56,6.08,0.96,0,3.52,0.32,0,0.64,3.52,11.84,0.96,0,3.84,3.52,47.35
22Month,0,4.92,8.75,44.28,0.55,0,0.55,0.55,0.55,21.32,27.33,2.19,118.08,12.03,3.28,116.44,3.83,6.01,27.33,10.39,1.09,6.01,4.92,0,0,0.55,2.73,1.64,0.55,0.55,1.64,6.56,0,0.55,1.09,0,12.03
