stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,441.33,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,4.09,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,394.75,0,1.07,0,3.21,0,1.07,0,0,0,0,0,0,0,0,5.35,0,11.77,0,0,0,0,19.26,10.7,0,0,3.21,0,0,1.07,0,0,0,0
21Day,2.68,212.83,0,42.83,0,2.68,0,8.03,0,0,0,0,0,2.68,0,0,1.34,1.34,17.4,0,0,1.34,0,6.69,6.69,0,0,4.02,1.34,0,1.34,1.34,0,0,0
3Month,0.32,843.07,1.92,120.94,0.32,0,0.32,22.08,4.8,7.36,0.32,26.56,15.68,0.64,10.56,2.24,10.56,10.24,82.55,6.4,0,12.16,3.2,2.88,0.96,0.32,0.32,2.88,6.08,9.92,0,0.32,75.83,2.56,3.52
22Month,0,1040.28,1.09,69.97,0,0,2.19,10.93,1.09,11.48,52.48,51.93,7.11,3.28,7.65,0,3.28,9.29,138.3,0.55,2.19,3.28,1.09,0,0,1.64,1.64,0.55,3.83,0.55,0.55,0,8.75,0,2.19
