stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,4.09,20.43,0,0,0,0,8.17,183.89,0,0,0,8.17,0,0,0,0,0,0,0,0
72hpf,5.35,4.28,0,6.42,1.07,1.07,0,1.07,0,0,0,0,0,0,0,0,1.07,4.28,1.07,17.12,0,2.14,0,0,120.89,78.09,0,2.14,0,14.98,0,0,5.35,2.14,1.07,0,0,0
21Day,13.39,2.68,0,17.4,0,10.71,0,12.05,0,0,0,0,2.68,0,5.35,1.34,0,4.02,2.68,21.42,0,0,0,0,29.45,30.79,1.34,0,0,2.68,5.35,0,4.02,1.34,0,0,0,2.68
3Month,0.96,5.76,0.96,50.87,0.64,0,0.64,1.28,3.52,13.76,0,0,58.23,8.64,1.92,26.88,8,19.2,18.24,16.64,2.88,0,3.2,6.08,2.24,1.28,5.12,0.96,0,1.6,4.8,92.15,0.64,0,0.32,5.76,49.27,14.08
22Month,0,8.75,0.55,18.04,0,0,1.64,0,3.28,10.93,4.92,0,173.29,8.2,6.56,36.08,2.19,3.28,9.29,21.32,0,3.83,4.37,0.55,0.55,1.09,3.83,3.28,1.09,0.55,1.09,21.32,1.64,0,0,1.09,0,8.2
