stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0,4.09,12.26,16.35,0,0,0,0,12.26,163.46,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,11.77,4.28,4.28,0,5.35,0,0,0,0,0,0,0,0,0,0,14.98,1.07,21.4,0,0,1.07,0,511.36,52.42,1.07,4.28,16.05,0,0,4.28,2.14,1.07,5.35,0,0,0
21Day,14.72,0,8.03,2.68,12.05,0,5.35,0,0,0,2.68,1.34,6.69,6.69,1.34,2.68,6.69,18.74,0,0,1.34,0,530.06,13.39,5.35,4.02,8.03,6.69,1.34,4.02,6.69,1.34,1.34,0,0,10.71
3Month,0,0,2.24,0,0,0.32,0,1.92,0.96,0.32,30.08,0.64,0,1.28,0,0.64,0,12.16,0.32,0,0,0.32,1.28,0,0,0,0.32,0.64,8.32,0.32,0,0,0,0.32,2.88,0
22Month,0,2.73,11.48,0,0,1.09,0.55,2.73,10.93,14.21,86.92,6.56,0.55,6.01,0.55,3.28,8.75,27.33,0.55,3.28,1.09,0,5.47,0.55,3.28,1.09,0,0,3.28,1.09,0.55,0,0,0.55,0,3.83
