stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,8.17,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,4.09,0,0,0,0,8.17,24.52,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,12.84,7.49,36.37,6.42,20.33,0,0,0,0,0,0,1.07,1.07,8.56,24.61,3.21,23.54,0,0,2.14,0,2075.39,52.42,3.21,2.14,22.47,0,0,20.33,3.21,4.28,4.28,0,0,0
21Day,5.35,1.34,58.9,0,18.74,0,4.02,0,2.68,0,0,1.34,2.68,5.35,10.71,2.68,65.59,0,0,8.03,0,769.66,28.11,2.68,6.69,29.45,18.74,4.02,12.05,2.68,9.37,1.34,0,0,2.68
3Month,0,4.48,5.76,0.64,0,0,0,0.32,1.28,5.12,1.92,1.28,1.28,0.32,8.64,0.64,14.72,13.76,0,0.64,0.64,145.26,0.32,1.6,10.56,0,0.96,19.52,0.32,0,0,0,0.64,2.56,0.32
22Month,0.55,3.28,6.56,0.55,0,1.09,0,0.55,2.73,25.15,0.55,1.64,0.55,0,4.92,1.64,13.12,3.28,1.64,0.55,0,78.17,0.55,6.01,38.27,0,1.09,20.23,1.09,0,0,0,1.09,0,1.09
