stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21,2.14,0,0,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,4.02,45.51,0,2.68,0,0,0,0,0,20.08,0,0,25.43,0,28.11,1.34,4.02,0,0,1.34,0,5.35,1.34,0,0,2.68,0,0,0,0,2.68,0,0,0
3Month,0,1.6,24.32,38.39,0,0,0.96,0.32,6.72,5.12,0.32,269.4,5.12,0,294.67,0.64,7.36,4.48,8,2.88,1.28,2.56,1.6,0.32,0,2.88,0.32,0.96,5.44,0.64,0.32,0,0,0.64,1.6,3.84
22Month,0.55,6.56,75.98,30.61,0.55,0,4.37,0,38.81,10.93,3.83,1635.59,1.64,0.55,1307.6,2.19,9.84,7.65,24.05,1.09,49.2,1.64,0,2.19,0,2.73,4.92,0,4.37,2.19,2.19,0.55,0,0.55,0,8.2
