stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,5.35,18.19,0,0,4.28,0,0,0,0,0,18.19,0,3.21,26.74,3.21,8.56,0,2.14,0,37.44,4.28,1.07,1.07,0,10.7,0,1.07,0,0,0,0,0,0,1.07
21Day,1.34,0,1.34,44.17,2.68,4.02,0,1.34,0,4.02,0,0,2.68,151.25,2.68,2.68,16.06,46.85,21.42,0,2.68,0,21.42,10.71,2.68,0,0,5.35,6.69,9.37,1.34,1.34,4.02,0,0,0,120.47
3Month,0.32,0.96,0.64,121.26,0.96,0,2.88,3.2,3.52,25.28,0,15.68,34.87,9.6,11.2,5.12,12.8,88.63,5.76,1.6,1.28,2.88,9.92,0.32,4.48,0.96,0,0.32,3.2,41.27,0.64,0,0,0.32,1.6,4.48,312.59
22Month,0,2.73,0.55,31.71,0,0,0.55,0.55,3.28,32.8,0.55,25.69,25.15,17.49,9.84,1.09,3.28,115.89,9.84,0,0.55,0,3.83,1.09,4.92,0.55,1.64,0,1.64,49.2,2.19,0,0,0,0,0,147.6
