stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,0,4.09,69.47,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,8.56,0,9.63,7.49,1.07,0,1.07,0,0,0,0,0,0,1.07,18.19,0,3.21,0,0,1.07,1.07,561.64,26.74,1.07,2.14,7.49,0,0,7.49,0,0,0,0,0
21Day,14.72,0,147.24,17.4,10.71,0,4.02,0,1.34,0,0,1.34,1.34,2.68,50.86,4.02,40.16,0,0,17.4,0,364.08,6.69,0,6.69,10.71,9.37,0,13.39,6.69,6.69,0,0,0
3Month,0,0,31.67,1.6,0,0.32,0,0,1.92,0.64,0.96,0,0.64,0.64,7.36,0,25.6,5.12,0,2.88,1.28,7.36,0,0.96,0,0.64,0,1.6,0.64,0,0.32,5.12,0.32,0.64
22Month,0.55,3.28,10.39,0,0,1.09,0,0.55,2.19,14.76,0.55,0.55,2.73,0,3.83,0.55,67.79,2.73,1.09,1.64,0,17.49,0,2.19,0,1.09,0,0.55,2.19,0,0,1.64,0,0
