stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,2.14,0,0,0,0,0,0,63.12,4.28,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,1.34,0,0,30.79,0,1.34,0,0,0,0,0,0,1.34,16.06,0,0,8.03,0,1.34,0,0,0,0,17.4,8.03,0,0,0,4.02,2.68,0,0,0,0,0,0,0,1.34
3Month,1.6,4.8,4.8,102.7,0,0,2.88,1.28,8.64,27.2,0,532.08,47.99,5.76,46.07,7.68,29.44,16,47.67,17.6,1.28,7.36,6.4,2.56,0.32,6.08,3.2,0,2.56,11.84,0.32,15.04,0,0,0.32,8,5.76,28.8
22Month,2.73,36.63,16.95,96.21,1.09,0,16.95,3.28,29.52,155.8,31.71,2055.42,48.11,32.25,97.85,7.65,19.68,107.69,124.09,2.73,45.92,15.85,1.09,5.47,1.64,15.31,10.93,7.65,7.11,22.96,0,6.56,7.65,3.83,0.55,3.83,0.55,41.55
