stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,3.21,0,1.07,0,0,0,3.21,0,0,0,0,0,3.21,0,0,2.14,0,4.28,0,1.07,0,0,0,5.35,0,0,0,2.14,0,0,0,0,0,0,0
21Day,1.34,1.34,1.34,32.12,0,9.37,0,14.72,0,1.34,0,0,0,38.82,0,1.34,12.05,9.37,6.69,0,0,1.34,0,4.02,5.35,0,0,0,2.68,2.68,1.34,0,1.34,0,0,17.4
3Month,0.64,2.24,0.32,273.56,0.32,0,6.08,24,3.84,21.12,0,13.44,8.96,14.4,17.6,1.28,134.06,40.95,8.64,0.96,0,0.64,1.92,0.32,0.32,1.6,0,0,0,3.2,69.43,0.64,0,4.8,9.92,50.55
22Month,0.55,2.19,6.56,89.65,0,0,2.73,21.87,8.75,40.45,2.73,38.81,10.93,44.28,129.56,1.09,60.68,98.94,8.2,0.55,2.19,6.01,0,0,0,3.83,0.55,1.09,0.55,1.09,104.96,1.09,0,2.19,0,29.52
