stage,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,1.07,0,0,0,0,0,0,0,0,0,0,20.33,0,1.07,1.07,0,2.14,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0
21Day,0,14.72,5.35,8.03,0,0,0,0,0,13.39,0,1.34,84.33,0,1.34,2.68,6.69,0,1.34,2.68,0,6.69,4.02,1.34,0,0,1.34,4.02,0,0,1.34,0,0,1.34
3Month,1.92,32.31,54.39,0,1.6,0.32,7.68,4.16,0,19.2,5.44,0.32,671.89,0.64,3.2,2.24,5.76,0.96,0,1.92,1.28,0.64,0,7.04,0,0,0,1.28,5.44,0.32,0,0.96,1.6,5.44
22Month,2.19,33.35,14.21,0,1.09,0,15.85,2.19,3.83,106.6,1.09,0.55,730.33,0,1.64,3.28,2.73,0,4.92,2.19,0,1.09,0.55,4.92,0.55,1.09,0.55,1.09,2.19,0.55,0,0,0,2.19
