stage,Cardiomyocyte,Epithelial_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Neural_cell,Neural_progenitor_cell,Osteoblast
24hpf,12.26,8.17,0,8.17,4.09,0,114.42,4.09
72hpf,0,0,1.07,0,2.14,5.35,0,1.07
21Day,0,0,0,0,0,4.02,1.34,0
