stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,57.21,314.65,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,57.21,0,0,0,0,12.26,310.57,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,78.09,162.61,0,1.07,1.07,3.21,0,4.28,0,0,0,0,1.07,0,0,8.56,2.14,4.28,1.07,39.58,0,1.07,1.07,0,72.75,32.09,0,1.07,0,28.88,0,0,11.77,1.07,1.07,0,0,0
21Day,66.93,85.67,1.34,8.03,0,5.35,0,12.05,0,0,0,0,1.34,0,0,0,0,4.02,1.34,74.96,0,0,24.09,0,37.48,6.69,2.68,9.37,0,17.4,6.69,6.69,0,2.68,0,1.34,0,0
3Month,1.92,186.53,1.6,14.72,0.32,0,1.6,22.4,0.32,1.6,4.8,0.64,30.72,8.64,1.92,8.64,2.24,4.16,8.32,38.71,12.8,0,14.4,2.88,1.28,0,1.6,2.88,0,2.24,3.84,174.37,0.32,0,0,215.33,183.01,5.12
22Month,0.55,356.42,1.64,6.01,0,0,1.64,15.85,0.55,1.09,3.28,6.56,109.33,4.92,1.09,10.93,1.64,0,8.2,34.44,1.64,3.83,19.68,0,4.37,0,0.55,1.64,1.09,1.09,2.19,46.47,1.09,0,0,49.2,0.55,2.73
