stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,20.43,0,0,0,0,4.09,138.94,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,3.21,2.14,0,2.14,0,0,0,0,0,0,0,0,0,0,4.28,22.47,0,7.49,0,0,0,1.07,72.75,46,0,2.14,0,9.63,0,0,5.35,1.07,2.14,1.07,0,0,0
21Day,8.03,2.68,0,29.45,5.35,0,2.68,1.34,0,0,0,0,2.68,1.34,1.34,5.35,0,20.08,0,0,4.02,0,21.42,18.74,0,0,0,9.37,1.34,0,0,0,2.68,0,0,0,5.35
3Month,0,1.92,0.32,14.72,0,0,0,0.64,2.56,0,18.88,5.12,0.64,6.72,1.28,4.8,3.2,2.88,1.92,0,1.6,0.32,0.96,0,0.96,0.32,0,0.32,1.28,8,0,0,0,0,1.6,3.2,3.2
22Month,0.55,3.28,1.09,12.03,0,1.64,0,0,7.11,3.83,66.15,5.47,1.64,7.11,0,2.19,6.01,7.65,0,2.19,1.09,0,0.55,0.55,0,0,0.55,0,0,0.55,1.09,0,0,0,0,0,1.09
