stage,Endothelial.cell,Epithelial.cell,Hepatocyte,Immune.progenitor.cell,Intestinal.bulb.cell,Keratinocyte,Mesenchymal.cell,Neural.progenitor.cell
24hpf,0,0,0,0,0,0,0,4.08640457285017
21Day,1.33853308820331,0,0,1.33853308820331,0,1.33853308820331,1.33853308820331,0
22Month,0,0.546654651197433,1.09330930239487,0,1.09330930239487,0,0,0
