stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,65.38,36.78,0,208.41,24.52,4.09,0,4.09,0,0,0,12.26,0,0,0,0,40.86,73.56,114.42,335.09,0,0,0,4.09,155.28,3457.1,0,0,0,32.69,0,0,0,0,0,0,4.09,0,0,0
72hpf,50.28,20.33,0,73.82,20.33,28.88,0,7.49,0,0,0,1.07,0,0,7.49,1.07,54.56,111.26,6.42,130.51,0,9.63,1.07,7.49,1347.94,520.99,11.77,9.63,0,141.21,6.42,0,6.42,71.68,10.7,8.56,12.84,0,0,0
21Day,57.56,6.69,4.02,145.9,6.69,64.25,0,30.79,0,4.02,0,0,9.37,1.34,56.22,14.72,10.71,66.93,29.45,167.32,0,1.34,16.06,0,350.7,182.04,6.69,9.37,0,70.94,16.06,0,12.05,28.11,10.71,8.03,5.35,0,0,21.42
3Month,0,4.8,3.52,74.55,0.64,0,0.96,2.56,15.36,7.36,0.32,0,72.31,7.04,3.2,38.39,5.12,18.56,11.2,17.6,4.16,0.32,3.84,8.32,2.88,0.32,3.2,3.84,0,1.6,3.52,0.32,31.04,3.2,0.32,0,0,7.04,9.28,18.56
22Month,0,11.48,8.75,47.56,1.09,0,2.73,2.19,14.76,11.48,7.11,0,273.33,4.37,7.11,157.98,3.28,5.47,18.59,21.87,0.55,14.76,2.19,0.55,3.83,2.19,7.11,2.73,0.55,1.09,1.09,0,3.28,4.92,3.83,0,0,1.09,0,9.29
