stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,8.17,57.21,4.09,0,4.09,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,1.07,0,0,0,0,0,0,0,2.14,0,3.21,24.61,0,5.35,0,1.07,0,0,31.02,20.33,0,1.07,1.07,0,0,1.07,0,1.07,0,0,0
21Day,4.02,1.34,1.34,26.77,9.37,0,5.35,1.34,0,0,1.34,0,34.8,1.34,2.68,84.33,2.68,4.02,0,0,4.02,0,10.71,10.71,0,0,5.35,1.34,1.34,0,1.34,2.68,0,0,10.71
3Month,0,2.88,2.24,39.35,0,0.96,0.96,6.4,3.84,0,39.99,8.32,4.8,30.08,3.52,6.72,16.64,7.36,1.6,0,5.76,3.2,0.32,0,1.28,0.96,0,1.28,37.75,0,0,0.32,2.56,13.76,30.72
22Month,0.55,2.73,1.64,8.75,0,0.55,0,4.92,6.56,1.64,158.53,6.56,6.56,25.69,2.19,2.19,7.11,6.56,0,2.19,2.19,0,0,0,1.64,0.55,0,0,1.09,0,0.55,0,0,0,2.73
