stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,28.6,4.09,0,44.95,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,269.7,0,0,0,4.09,32.69,0,0,0,61.3,0,0,0,0,0,0,0,0,0
72hpf,31.02,5.35,0,6.42,3.21,14.98,0,0,0,0,3.21,0,1.07,0,0,0,8.56,119.82,8.56,1247.38,0,0,1.07,84.51,32.09,3.21,2.14,0,1369.33,0,0,12.84,1.07,2.14,6.42,0,0,0
21Day,28.11,0,2.68,24.09,1.34,21.42,0,0,0,1.34,4.02,0,2.68,1.34,42.83,1.34,1.34,54.88,37.48,1219.4,0,0,2.68,21.42,9.37,0,5.35,0,358.73,28.11,2.68,1.34,2.68,12.05,4.02,0,0,8.03
3Month,0.32,1.6,0.96,33.59,0.64,0,0.32,1.6,5.44,0.64,11.2,0,12.16,3.2,27.52,7.04,1.28,8.96,35.83,269.4,44.15,0,6.72,0.96,0.32,13.44,0.96,0,0,0.64,18.88,0.32,0,0,0,0.64,13.12,8
22Month,0,1.09,2.73,20.77,1.09,0,3.28,4.37,0.55,0,38.81,3.28,30.61,4.37,91.29,3.28,0,6.01,166.73,150.33,5.47,1.09,3.28,1.64,0.55,8.2,0.55,0.55,0,1.09,9.84,0.55,0,0,0,0.55,0,4.37
