stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,0,3.21,0,0,0,0,34.23,0,0,0,0,0,0,0,0,0
21Day,0,0,0,1.34,1.34,0,0,0,0,0,0,0,0,0,0,0,0,20.08,0,0,1.34,0,48.19,0,0,2.68,1.34,0,2.68,0,0,0
3Month,0.32,0,0.32,2.24,0,0.32,0.64,0.64,0,3.52,3.84,0.64,0.64,0.32,0.32,2.56,0.64,95.02,14.4,0,2.88,0.32,0.96,0,0,0.32,0.32,2.24,0,0.32,0.96,0.64
22Month,0,0,0,1.64,0,0,0,0,0.55,1.09,22.41,0,0,1.64,0,2.19,0,91.29,2.73,2.19,2.19,0,2.19,0.55,0.55,0.55,0,2.19,1.09,0,0,1.64
