stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,122.59,20.43,4.09,155.28,0,4.09,0,0,0,0,0,4.09,0,0,0,0,4.09,28.6,12.26,192.06,0,0,0,0,49.04,1197.32,0,0,0,0,0,0,0,0,0,0,0
72hpf,52.42,1.07,0,36.37,2.14,5.35,0,0,1.07,0,0,0,0,0,0,0,17.12,63.12,0,114.47,0,0,6.42,0,484.62,133.72,2.14,1.07,0,128.37,0,0,50.28,1.07,0,0,0
21Day,99.05,1.34,4.02,13.39,0,4.02,0,0,0,0,0,0,2.68,0,1.34,4.02,0,10.71,2.68,85.67,0,0,4.02,0,28.11,22.76,1.34,1.34,0,74.96,6.69,1.34,5.35,1.34,0,0,0
3Month,0,3.52,4.8,42.23,0.32,0,0.96,0,14.08,2.24,0.32,0,8.64,2.24,0.32,95.66,0.96,2.56,16,60.15,0.96,0,11.2,0.32,0.32,0.32,7.68,0.64,0,0.64,0.64,3.52,0,0,0.96,1.92,1.6
22Month,0.55,1.09,13.67,21.87,0,0,0.55,0.55,2.73,3.83,2.19,0,18.59,1.64,0,86.37,1.09,1.09,2.73,71.61,1.09,0.55,7.11,0,1.09,0,12.03,1.64,0.55,0,0,5.47,1.09,0,0,0,0
