stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,147.11,0,0,4.09,0,4.09,0,0,0,0,0,0,0,0,0,4.09,0,4.09,143.02,0,0,0,0,12.26,130.76,8.17,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,1.07,0,2.14,0,0,0,0,0,0,0,0,0,2.14,8.56,1.07,36.37,0,7.49,27.81,0,42.79,13.91,26.74,0,4.28,0,0,2.14,0,0,0,0,0
21Day,4.02,0,0,12.05,1.34,30.79,0,18.74,1.34,0,0,4.02,0,0,1.34,6.69,2.68,0,14.72,0,0,40.16,0,57.56,2.68,13.39,0,1.34,4.02,0,0,5.35,12.05,0,0,0
3Month,0,0.32,0.32,8,0,0,3.84,1.6,2.88,1.6,0,6.4,4.48,0,4.8,1.92,2.56,0.96,19.84,0.64,0,1.92,0.32,4.16,0,149.42,0.32,0.32,1.6,7.36,0,0,0,0.96,0.64,1.6
22Month,0.55,1.09,0.55,6.01,0,0,1.09,1.09,0.55,0,10.93,50.84,0,0.55,4.92,0,0.55,2.19,8.2,0,1.09,1.64,0,20.23,1.09,98.4,0,0,0.55,21.87,2.19,1.64,0,0,0,0.55
