stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,261.53,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,4.28,0,0,0,0,0,0,0,0,0,3.21,0,0,0,0,0,0,37.44,72.75,0,1.07,0,2.14,1.07,1.07,17.12,0,0,1.07,0,0,0
21Day,0,0,0,4.02,0,0,0,0,0,0,2.68,0,0,1.34,0,4.02,0,0,0,0,20.08,37.48,0,0,0,0,1.34,14.72,9.37,0,2.68,1.34,0,1.34,2.68
3Month,0.64,0.64,0.64,22.72,0,0.96,4.8,0,20.48,5.76,0.32,8.64,1.92,2.24,4.48,4.8,0.64,0.32,2.56,1.92,1.92,6.4,2.56,1.6,0,0,5.44,908.02,0.64,0,0,0.32,3.84,136.3,27.2
22Month,0,0.55,0,16.95,0.55,0,1.09,0.55,10.93,0.55,4.37,2.73,1.09,0,0.55,1.09,0,0.55,0,0,1.64,1.09,0,0,19.13,0.55,0,207.18,0.55,0.55,0,0,0,0,9.84
