stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.47,0,0,0,0,2.14,0,0,3.21,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,1.34,1.34,5.35,5.35,1.34,4.02,0,0,0,0,0,65.59,1.34,6.69,36.14,0,9.37,1.34,10.71,0,0,0,0,12.05,1.34,0,0,0,2.68,1.34,0,0,0,1.34,1.34,0,0,1.34
3Month,0.32,1.92,22.4,47.35,0.64,0,5.76,0.32,13.12,8.32,0,2621.34,15.68,0.32,381.06,7.36,12.16,10.56,15.68,3.84,3.2,8.32,35.19,2.88,0,4.16,3.84,0,0.64,32.95,0.32,5.12,0.64,0,0,8.32,5.12,8
22Month,2.19,10.93,37.17,26.24,0,0,8.75,1.09,27.88,16.95,7.11,5937.76,2.73,4.37,796.48,3.83,3.83,13.67,18.04,0.55,51.93,4.37,6.56,4.92,0,4.92,5.47,5.47,0.55,8.75,0,1.64,4.37,2.19,0,1.64,0,8.2
