stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,8.17,4.09,0,0,0,0,0,0,0,0,0,0,4.09,0,4.09,28.6,0,0,0,4.09,8.17,122.59,0,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,4.28,5.35,0,1.07,3.21,0,0,0,0,1.07,0,0,0,1.07,0,0,8.56,13.91,12.84,0,0,0,0,431.13,23.54,0,0,0,10.7,0,0,4.28,0,2.14,2.14,0,0,0
21Day,2.68,2.68,1.34,13.39,0,2.68,0,0,0,1.34,0,0,0,1.34,1.34,0,5.35,8.03,8.03,0,0,0,0,128.5,10.71,0,0,0,1.34,2.68,0,2.68,1.34,1.34,2.68,0,0,0
3Month,0,3.52,0.64,16.96,0.32,0,0.32,0.32,1.92,1.28,0.32,3.84,3.2,0.32,1.28,0,5.12,11.52,12.48,8.64,0,0.96,0.32,41.27,0.32,0.64,0.96,0,0.96,1.28,14.72,2.88,0,0,0,0.32,1.6,2.88
22Month,0,3.83,0,6.56,0.55,0,0,0,0,6.56,3.28,11.48,1.09,1.09,0,0,0.55,10.39,3.83,0,1.09,0,0,18.59,0.55,0.55,0,0.55,0.55,0,21.32,2.73,0.55,0,0,0,0,0.55
