stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,8.17,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,28.6,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,6.42,0,11.77,4.28,10.7,0,0,0,0,0,0,0,0,0,0,10.7,227.87,2.14,43.86,0,3.21,12.84,4.28,1336.17,33.16,2.14,0,12.84,0,0,10.7,1.07,1.07,1.07,0,0,0
21Day,9.37,2.68,24.09,0,6.69,0,0,0,0,0,0,1.34,0,5.35,2.68,0,13.39,1.34,20.08,0,0,20.08,1.34,357.39,6.69,9.37,1.34,4.02,13.39,5.35,1.34,1.34,1.34,1.34,0,0,4.02
3Month,0,1.6,79.67,2.24,0,0.96,0.32,0.64,1.92,0,0,9.6,1.28,0,14.4,1.28,2.56,2.56,1.92,1.28,0,1.92,19.2,4.8,0.32,16.96,0,0,1.28,34.23,0,0,0,3.52,0.32,1.92,2.24
22Month,0.55,0.55,25.15,0.55,0,0.55,0,3.83,8.75,1.64,0,42.64,4.92,1.64,14.76,0,2.73,5.47,5.47,0,2.73,7.11,0.55,9.29,0.55,14.21,1.09,0,0.55,34.44,0.55,0,0,0.55,0,0,1.09
