stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,4.09,8.17,0,0,0,0,8.17,93.99,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,3.21,0,2.14,0,0,0,0,0,0,0,0,0,0,5.35,5.35,0,0,0,1.07,0,0,25.67,21.4,1.07,0,0,1.07,1.07,1.07,0,0,0,0
21Day,4.02,0,1.34,16.06,0,0,0,1.34,0,0,0,0,0,0,0,0,1.34,4.02,0,1.34,0,0,2.68,0,5.35,1.34,1.34,0,0,0,1.34,0,0,0,0,0
3Month,0.32,0.96,4.16,116.14,1.28,0,0.96,0,14.4,2.56,0,0,145.26,3.2,0,39.99,5.76,36.47,8.32,6.4,1.6,0,9.28,1.28,8.32,0.32,8,0,0,0,8,36.15,0,0.96,11.52,2.24
22Month,0,0.55,3.83,7.11,0,0,0,0,3.83,2.19,17.49,0,143.77,1.09,0.55,48.65,0,3.28,4.92,1.09,0,9.29,0.55,0,1.09,0,3.28,0.55,0.55,0.55,0,4.37,0.55,0,0,0
