stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,4.09,0,0,0,0,0,0,8.17,0,0,0,0,0,8.17,0,0,0,0,0,0,4.09,16.35,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,19.26,6.42,2.14,0,1.07,0,0,0,0,0,0,0,0,17.12,46,0,2.14,0,0,0,1.07,11.77,11.77,0,0,0,1.07,0,1.07,0,0,0,0
21Day,0,0,1.34,41.49,2.68,1.34,0,0,2.68,0,0,0,1.34,1.34,2.68,0,8.03,12.05,0,5.35,0,0,1.34,0,8.03,4.02,0,0,1.34,1.34,1.34,0,0,0,0,0
3Month,0.32,1.28,6.08,161.57,1.28,0,0.96,0,27.84,2.24,0.32,0,44.79,3.84,0.32,98.86,12.16,39.67,7.04,4.48,0.64,0,8,5.76,4.8,0.32,8.96,0.32,0.32,2.56,27.2,0,0.32,2.88,4.48,2.88
22Month,0,2.73,4.37,35.53,0,0,0,0.55,4.37,0.55,4.92,0,103.86,3.28,1.09,44.28,2.19,4.37,4.37,2.73,0,3.28,3.83,0.55,1.64,0,6.01,1.09,0,0,0,0,0,0,0,0
