stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,49.04,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,4.09,28.6,0,0,0,0,8.17,65.38,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,1.07,0,4.28,3.21,2.14,0,0,0,0,0,0,0,0,0,0,0,13.91,0,17.12,0,0,1.07,0,127.31,23.54,0,0,11.77,1.07,0,8.56,1.07,0,2.14,0,0,0
21Day,1.34,0,0,6.69,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02,2.68,20.08,0,0,0,0,34.8,4.02,0,1.34,4.02,2.68,0,4.02,0,1.34,1.34,0,0,2.68
3Month,0.64,3.52,0.32,29.44,0.32,0,0.32,0.32,0.64,0.96,0,0,10.56,1.6,0.32,3.52,0.64,4.16,2.24,9.92,1.28,0,1.6,0.32,0.96,0,1.92,0.96,0.64,1.6,43.51,2.88,0,0,0.32,1.6,231.96,0.96
22Month,0.55,5.47,0,3.28,0,0,0,0,0,1.09,1.64,0,9.29,0,2.19,1.09,0,1.09,1.09,9.84,0,0.55,1.09,0,0.55,0.55,1.09,0,2.19,1.09,8.75,1.64,0,0,0,0,1.64,0
