stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,20.43,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,4.09,4.09,4.09,0,0,0,0,8.17,93.99,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,2.14,0,7.49,1.07,2.14,0,0,0,0,0,0,0,0,0,0,1.07,8.56,0,3.21,0,1.07,0,0,9.63,3.21,0,0,0,4.28,1.07,0,4.28,0,2.14,0,0,0
21Day,0,0,1.34,12.05,0,8.03,0,0,0,1.34,0,0,0,0,0,0,0,4.02,2.68,10.71,0,0,1.34,0,8.03,1.34,0,0,0,1.34,2.68,0,1.34,2.68,0,0,0,0
3Month,0,3.2,0.32,27.52,0.32,0,0.96,0.96,4.16,3.84,0,0,27.84,3.84,2.24,12.16,2.24,12.48,9.6,10.56,2.24,0,3.84,1.92,0.64,0.32,0.96,0.32,0,0.64,2.56,4.8,0.32,0,0.32,4.16,0.96,4.8
22Month,0,2.73,1.64,14.21,0,0,1.64,1.64,3.28,13.67,2.73,0,120.81,4.37,3.83,18.59,0,3.83,13.67,10.93,0.55,1.09,0.55,0,1.09,0,3.83,1.09,0.55,0.55,0.55,3.28,0.55,0,0,1.09,0,2.19
