stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,61.3,32.69,0,57.21,0,0,0,4.09,0,0,4.09,0,8.17,0,0,0,0,4.09,24.52,126.68,2055.46,0,0,0,4.09,12.26,739.64,0,0,220.67,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,12.84,0,7.49,0,0,0,0,5.35,0,0,0,0,0,0,1.07,51.35,2.14,42.79,0,0,0,0,8.56,5.35,0,0,41.72,0,0,0,0,0,0,0,0,0,0
21Day,8.03,0,1.34,204.8,1.34,14.72,0,0,0,0,9.37,0,0,1.34,0,4.02,4.02,38.82,746.9,5.35,14.72,0,0,1.34,0,9.37,5.35,0,1.34,9.37,8.03,0,1.34,0,2.68,6.69,0,0,0,1.34
3Month,0.32,7.68,3.52,3105.11,0,0,7.04,0.32,0.96,9.28,63.67,0,0,75.19,35.51,2.24,35.51,17.6,57.27,28.8,26.88,2.56,1.28,4.16,7.68,2.88,0,2.56,4.16,0.64,13.12,0.32,71.35,1.28,0,0,0.64,100.78,743.88,22.08
22Month,0.55,5.47,0.55,528.62,0,0,1.64,0,0,1.64,95.66,0.55,0,32.8,13.67,0.55,4.37,8.75,7.65,23.51,4.92,0.55,1.64,1.09,0,1.09,0,0,1.09,1.09,0,0,39.36,0,1.09,0,0,1.64,4.92,0.55
