stage,Cardiomyocyte,Endothelial.cell,Epithelial.cell,Granulocyte,Granulosa.cell,Hepatocyte,Immune.cell,Keratinocyte,Macrophage,Mesenchymal.cell,Mesenchymal.cell..caudal.fin.,Mt.rich.cell,Neural.cell,Neural.progenitor.cell,Oocyte,Retinal.cell,T.cell
24hpf,0,0,0,0,0,0,0,4.08640457285017,0,4.08640457285017,0,0,0,12.2592137185505,0,0,0
72hpf,0,0,0,0,0,0,0,3.20937342439823,0,0,0,0,1.06979114146608,0,0,0,0
22Month,0.546654651197433,3.2799279071846,6.01320116317177,4.37323720957947,2.73327325598717,24.5994593038845,3.2799279071846,1.6399639535923,1.09330930239487,1.6399639535923,0.546654651197433,1.6399639535923,0,1.09330930239487,330.17940932325,1.09330930239487,0.546654651197433
