stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20.43,24.52,0,44.95,4.09,4.09,0,0,0,0,0,0,28.6,0,0,4.09,0,49.04,65.38,118.51,114.42,0,0,4.09,0,49.04,502.63,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0
72hpf,25.67,8.56,0,60.98,10.7,20.33,0,4.28,0,0,1.07,0,1.07,0,0,8.56,0,41.72,130.51,31.02,80.23,0,13.91,2.14,0,226.8,263.17,3.21,1.07,0,97.35,2.14,0,1.07,22.47,14.98,3.21,12.84,0,0,0
21Day,29.45,0,2.68,198.1,8.03,62.91,0,18.74,0,16.06,21.42,0,0,9.37,6.69,62.91,4.02,37.48,66.93,62.91,95.04,1.34,0,18.74,0,58.9,60.23,4.02,4.02,0,44.17,14.72,0,5.35,8.03,10.71,26.77,17.4,0,0,37.48
3Month,1.6,27.52,18.88,352.9,2.88,0,5.44,8,0.64,558.31,233.88,1.28,0,1138.7,480.88,20.8,256.92,56.31,83.51,236.12,87.99,17.28,2.56,42.23,20.16,16.32,2.24,21.44,9.6,0,5.12,21.12,1.6,211.49,3.2,0,0,8.64,27.52,51.51,123.5
22Month,1.09,32.25,39.91,209.92,1.09,0,15.85,8.2,0,270.05,609.52,67.79,0,2663.3,136.66,33.89,314.87,21.87,44.28,228.5,82.54,1.64,29.52,34.99,0.55,10.93,1.09,20.23,8.75,8.2,2.73,4.37,0,34.99,13.67,15.85,0,7.11,7.11,0,65.6
