stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,8.17,0,8.17,4.09,0,0,4.09,0,0,0,8.17,0,0,4.09,0,4.09,0,28.6,40.86,0,0,0,0,12.26,93.99,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,5.35,1.07,0,4.28,4.28,4.28,0,0,0,0,0,0,0,0,0,0,8.56,22.47,4.28,14.98,0,1.07,2.14,0,112.33,51.35,1.07,2.14,0,19.26,0,0,3.21,0,6.42,0,0,0
21Day,5.35,0,1.34,52.2,0,12.05,0,8.03,1.34,2.68,0,0,4.02,1.34,14.72,1.34,4.02,14.72,10.71,25.43,0,0,0,0,44.17,29.45,1.34,1.34,0,14.72,0,4.02,8.03,4.02,0,0,0,4.02
3Month,0.32,2.88,0.64,34.23,0,0,0.32,1.6,7.36,19.52,0,0,56.31,12.48,1.92,13.76,4.48,11.52,15.36,13.44,1.28,0,6.4,3.52,3.2,0.96,4.48,0.64,0,1.28,2.24,37.75,0.32,0.32,0.64,5.44,68.15,19.84
22Month,0,3.28,3.28,16.95,0.55,0,1.64,0.55,5.47,34.44,12.03,0,99.49,11.48,6.01,25.69,1.64,4.37,24.05,10.39,0.55,1.09,1.09,0,0,0,4.92,1.09,1.09,0.55,0.55,8.2,3.83,1.64,0.55,1.09,0.55,7.11
