stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1148.28,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,4.09,12.26,0,143.02,0,0,0,0,0,465.85,0,0,0,32.69,0,0,0,0,0,0,0,0,0
72hpf,24.61,1498.78,0,14.98,2.14,18.19,0,0,0,0,0,1.07,0,0,0,0,3.21,19.26,2.14,530.62,0,1.07,5.35,1.07,60.98,158.33,0,0,0,336.98,0,0,0,32.09,1.07,38.51,0,0,0
21Day,4.02,940.99,0,17.4,4.02,25.43,0,1.34,0,0,0,0,1.34,0,2.68,1.34,1.34,10.71,1.34,294.48,0,0,40.16,0,28.11,29.45,0,2.68,0,64.25,16.06,0,1.34,2.68,5.35,8.03,1.34,0,1.34
3Month,0.96,1995.2,1.6,28.16,1.6,0,0.32,0,3.2,4.8,9.28,0,46.39,19.52,1.28,18.88,3.84,15.04,13.44,60.79,22.72,0,28.8,2.56,5.44,0.64,2.24,2.56,0,0.32,4.48,0.64,50.87,2.56,0,5.12,31.67,48.63,6.72
22Month,1.09,4977.29,2.19,14.21,0,0,1.09,0,6.01,4.92,16.95,8.75,151.97,13.12,1.64,16.95,1.64,9.29,18.59,96.76,1.09,2.73,22.96,1.64,1.09,0,1.09,3.28,4.37,0,0.55,0,22.96,29.52,0,2.19,6.56,0,9.84
