stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20.43,0,0,8.17,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,0,32.69,0,0,0,0,16.35,196.15,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,8.56,0,0,4.28,5.35,4.28,0,2.14,0,0,0,0,0,0,1.07,0,5.35,2.14,0,6.42,0,0,0,0,44.93,47.07,1.07,0,8.56,3.21,0,2.14,1.07,0,0,0,0,0
21Day,10.71,0,0,36.14,9.37,24.09,0,14.72,1.34,0,0,0,4.02,0,5.35,2.68,4.02,4.02,6.69,26.77,0,0,2.68,0,32.12,36.14,0,0,6.69,8.03,1.34,6.69,0,1.34,0,0,0,4.02
3Month,0,2.24,1.92,20.8,0,0,0.64,0,4.8,1.92,0,0,16,2.24,0.96,21.12,0.32,4.16,1.92,4.16,0.32,0.64,14.72,0.96,0.32,0.32,1.28,0.32,0.32,1.28,20.48,0.32,0,0,0.32,1.92,26.56,5.76
22Month,0,2.73,6.56,16.95,0.55,0,1.09,0.55,7.11,1.64,3.83,0,61.23,3.28,3.28,65.6,1.64,0.55,6.01,12.57,0,0.55,8.75,0.55,1.09,0.55,2.19,5.47,0,0,28.43,1.64,0,0,0.55,2.19,1.09,2.19
