stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,4.09,4.09,0,0,0,0,0,0,0,0,0,0,4.09,4.09,8.17,4.09,0,0,0,0,16.35,147.11,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,3.21,0,4.28,0,0,0,0,0,0,0,0,0,0,1.07,1.07,7.49,0,2.14,0,0,23.54,13.91,0,1.07,0,2.14,1.07,0,4.28,0,0,0,0
21Day,4.02,0,0,4.02,1.34,6.69,0,9.37,0,0,0,0,1.34,4.02,1.34,0,1.34,0,6.69,0,0,1.34,0,10.71,2.68,1.34,1.34,0,8.03,1.34,0,0,1.34,0,0,2.68
3Month,0,2.24,2.24,35.19,0.64,0,1.28,0.32,4.16,12.8,0,67.19,14.08,2.24,14.4,1.92,14.08,12.48,10.56,3.84,0,7.68,1.92,0.96,0.32,1.6,1.6,0,0.64,1.92,28.48,0.64,0,5.12,16,11.2
22Month,0,0,0,8.2,0,0,1.09,0,1.64,5.47,2.73,75.44,2.73,1.64,4.92,1.64,1.09,13.12,10.93,0,1.09,2.73,0,0,0,0.55,0.55,1.09,0,0,3.28,0.55,0,0,0,3.83
