stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,61.3,0,0,0,0,0,4.09,40.86,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,0,0,0,0,1.07,0,0,0,0,0,1.07,2.14,0,0,0,0,0,0,18.19,8.56,0,0,2.14,0,0,0,0,0,0,0,0
21Day,9.37,0,0,4.02,0,6.69,0,1.34,5.35,10.71,0,1.34,0,52.2,0,2.68,1.34,24.09,5.35,0,0,1.34,0,6.69,8.03,0,4.02,4.02,0,0,1.34,2.68,1.34,0,0,145.9
3Month,0,2.24,0.32,20.16,1.6,0,4.16,0,1.28,8.64,0,11.2,12.16,0.96,8.32,2.24,4.8,28.16,13.12,2.56,0,1.6,0.64,3.52,0,0.32,0.32,0,2.88,6.08,0.32,0.32,0,0.64,18.56,649.82
22Month,0,4.92,1.09,3.83,0,0,0,0,0,33.89,1.09,21.32,6.01,4.92,1.64,1.09,3.83,22.96,9.84,0,0.55,1.09,0.55,0,0,0.55,0,0,0,0,1.09,0.55,0,0,0,349.31
