stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,12.26,0,0,0,0,4.09,130.76,0,0,4.09,0,0,0,0,0,0,0
72hpf,1.07,2.14,0,10.7,4.28,3.21,0,0,0,0,0,0,0,0,3.21,18.19,0,5.35,0,1.07,0,1.07,12.84,11.77,0,0,6.42,0,0,1.07,0,0,0,0
21Day,4.02,0,2.68,29.45,0,4.02,0,0,0,0,0,0,0,0,2.68,18.74,2.68,6.69,0,0,1.34,0,5.35,4.02,0,0,4.02,1.34,0,4.02,2.68,0,0,0
3Month,0,0.32,16.32,88.63,1.28,0,1.92,10.88,0.32,0,23.36,0.96,0.64,195.49,6.08,38.71,6.08,5.12,2.56,0,2.56,9.28,4.48,0.96,4.16,1.6,0.32,3.84,63.35,0.32,0.96,1.92,8.32,1.6
22Month,0,3.28,12.57,26.79,0,0,2.73,5.47,1.09,9.84,75.98,1.09,0.55,161.26,0.55,4.92,6.56,7.65,0,4.37,1.09,0.55,1.09,0,4.92,0.55,1.09,0,9.84,0.55,0,0.55,0,1.09
