stage,Cardiomyocyte,Erythroid_progenitor_cell,Ionocyte,Mesenchymal_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Osteoblast,Radial_glia,Retinal_cell,T_cell
24hpf,0,0,0,4.09,0,0,4.09,0,0,0,0,0
72hpf,1.07,1.07,1.07,0,0,13.91,5.35,0,1.07,1.07,0,0
21Day,1.34,0,0,1.34,1.34,9.37,8.03,1.34,1.34,1.34,1.34,1.34
