stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,1.34,2.68,0,0,0,0,0,0,28.11,0,0,0,0,0,1.34,2.68,0,1.34,0,0,5.35,1.34,0,0,0,2.68,1.34,0,0,0,0,0,0,0,0
3Month,0.64,3.52,8,38.39,0.32,3.2,0.96,5.44,8.96,0.32,2759.24,13.12,1.28,40.31,7.04,14.72,4.8,12.16,4.8,3.84,4.8,5.76,2.56,0.64,2.56,2.56,0,0.96,16.96,0.32,5.12,1.92,0.32,0,7.68,3.52,11.84
22Month,4.37,8.2,4.37,29.52,0,43.73,2.19,4.37,28.97,4.92,10887.72,13.12,3.28,37.72,2.19,6.56,14.76,28.97,2.73,324.17,6.56,0,2.19,0,4.37,16.95,3.28,2.73,10.93,0,3.28,3.83,1.09,0.55,1.09,0.55,7.65
