stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,147.11,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,65.38,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,40.65,0,0,1.07,7.49,1.07,0,0,0,0,0,0,0,0,1.07,36.37,0,6.42,0,0,0,0,53.49,13.91,0,0,5.35,1.07,0,1.07,0,0,0,0,0,0
21Day,87,0,0,8.03,4.02,2.68,2.68,0,0,0,0,0,4.02,0,0,6.69,4.02,17.4,0,0,8.03,0,4.02,5.35,0,0,4.02,1.34,0,0,1.34,1.34,0,0,0,0
3Month,2.56,0.64,0.32,6.08,0,0,0,0.96,2.56,1.28,7.68,2.56,0,2.88,0.32,1.92,4.48,2.56,0.96,0,4.48,0.32,0.32,0,4.8,0.32,0,0.32,6.08,0.32,0,0,0.32,0.64,0.32,5.12
22Month,6.01,1.09,0.55,2.73,0,0,0.55,0,3.83,4.37,27.88,0.55,0,1.64,0,0.55,4.37,1.64,0,1.64,0,0,0.55,0.55,2.73,0,0,0,3.28,1.09,0,0,0,0.55,0,0.55
